division,polling_place_name,address,extra_info,lon,lat,state
HILL,Mirriwinni,"Mirriwinni State School, Whitman Street, MIRRIWINNI",Full Wheelchair Access,145.9101,-17.402392,QLD
SOUTHERN DOWNS,Stanthorpe West,"Stanthorpe Blue Care, 10 Day Street, STANTHORPE",Assisted Wheelchair Access,151.927102,-28.660744,QLD
MIRANI,Finch Hatton,"Finch Hatton State School, Eungella Road, FINCH HATTON",,148.638893,-21.139888,QLD
SOUTHERN DOWNS,Murrays Bridge,"Murray's Bridge State School, 1378 Killarney Road, MURRAYS BRIDGE",,152.118064,-28.293083,QLD
LOCKYER,Glenore Grove,"Community Hall, 9 Brightview Road, GLENORE GROVE",,152.409221,-27.529999,QLD
CHATSWORTH,Carina,"Carina State School, 1413 Creek Road (access via Cuthred Street), CARINA",Full Wheelchair Access,153.101896,-27.49491,QLD
GLASS HOUSE,Mount Mee,"Mount Mee State School, 1368 Mount Mee Road, Mount Mee",,152.771008,-27.080468,QLD
"GLASS HOUSE, MORAYFIELD, PUMICESTONE",Caboolture East,"Caboolture State High School, Lee Street, CABOOLTURE",Assisted Wheelchair Access,152.961409,-27.083359,QLD
"CAPALABA, OODGEROO",Wellington Point,"Uniting Church, 47 Marlborough Road, WELLINGTON POINT",Full Wheelchair Access,153.233753,-27.498348,QLD
MULGRAVE,Aloomba,"Aloomba State School, Nielsen Street, ALOOMBA",,145.831651,-17.109939,QLD
LYTTON,Lota,"Police Citizens Youth Club, Macdonald Street, LOTA",Assisted Wheelchair Access,153.189604,-27.46746,QLD
BURNETT,Moore Park,"Moore Park State School, 14 Murdochs Linking Road, Moore Park Beach",Assisted Wheelchair Access,152.254743,-24.709073,QLD
"CALOUNDRA, KAWANA",Meridan Plains,"Meridan State College - Senior Learning Precinct, 214 Parklands Boulevard, MERIDAN PLAINS",Full Wheelchair Access,153.103565,-26.772226,QLD
"CONDAMINE, TOOWOOMBA NORTH",Fairview Heights,"Fairview Heights State School, 75 McDougall Street, TOOWOOMBA",Full Wheelchair Access,151.911387,-27.534694,QLD
JORDAN,Springfield Central,"Springfield Central State High School, 90 Parkland Drive, SPRINGFIELD CENTRAL",Assisted Wheelchair Access,152.909016,-27.690663,QLD
SCENIC RIM,Rathdowney,"Rathdowney State School, 141-155 Mt Lindesay Highway, RATHDOWNEY",Full Wheelchair Access,152.860014,-28.215848,QLD
NICKLIN,Eumundi,"Eumundi State School, 22 Caplick Way, EUMUNDI",Full Wheelchair Access,152.952065,-26.473774,QLD
"SOUTHPORT, SURFERS PARADISE",Benowa,"Benowa State School, Benowa Road, BENOWA",,153.390861,-28.006446,QLD
PUMICESTONE,Pumicestone,"Pumicestone State School, 75 Cottrill Road, Caboolture",,152.956865,-27.057901,QLD
"CALOUNDRA, GLASS HOUSE",Mooloolah,"Mooloolah State School, 48 King Road, MOOLOOLAH VALLEY",Full Wheelchair Access,152.957248,-26.768508,QLD
HILL,Atherton North,"Atherton State High School, Maunds Road, ATHERTON",Full Wheelchair Access,145.488127,-17.260032,QLD
TOOWOOMBA NORTH,Harlaxton North,"Neighbourhood Centre, Cnr Coonan & Dwyer Streets, TOOWOOMBA",Assisted Wheelchair Access,151.955938,-27.52615,QLD
SOUTHERN DOWNS,Ballandean,"Ballandean State School, 7 Bents Road, BALLANDEAN",,151.841184,-28.799122,QLD
COOMERA,Coomera East,"Coomera Rivers State School, 81 - 87 Finnegan Way, COOMERA",Assisted Wheelchair Access,153.326235,-27.845122,QLD
BURLEIGH,West Burleigh,"Church of Christ, 174 West Burleigh Road, WEST BURLEIGH",Assisted Wheelchair Access,153.442893,-28.100175,QLD
GYMPIE,Horseshoe Bend,"Church Of Christ Hall, 10 Tucker Street, GYMPIE",Assisted Wheelchair Access,152.67095,-26.182572,QLD
"KEPPEL, ROCKHAMPTON",North Rockhampton,"North Rockhampton State High School, Berserker Street, FRENCHVILLE",Full Wheelchair Access,150.532694,-23.352815,QLD
NICKLIN,Diddillibah,"Hall, 664 Diddillibah Road, DIDDILLIBAH",,153.024289,-26.647238,QLD
MIRANI,Shinfield,"Swayneville State School, 952 Marlborough-Sarina Road, SHINFIELD",Full Wheelchair Access,149.144511,-21.472659,QLD
"MACKAY, WHITSUNDAY",Eimeo,"Eimeo Road State School, Old Eimeo Road, EIMEO",Full Wheelchair Access,149.161795,-21.059982,QLD
"BURLEIGH, MERMAID BEACH, MUDGEERABA",Varsity Lakes,"Community Centre, (Off Mattocks Road) Lyn Muller Lane, VARSITY LAKES",Full Wheelchair Access,153.418311,-28.098399,QLD
HINCHINBROOK,Kennedy,"Kennedy State School, 161 Kennedy Creek Road, Kennedy",Full Wheelchair Access,145.941962,-18.209878,QLD
MARYBOROUGH,Albert,"Albert State School, 210-216 Albert Street, MARYBOROUGH",,152.703733,-25.546928,QLD
BURNETT,Sharon,"Sharon State School, 18 Sharon School Road, SHARON",Assisted Wheelchair Access,152.263625,-24.872508,QLD
"EVERTON, FERNY GROVE, PINE RIVERS",Patricks Road,"Patricks Road State School, Patricks Road, FERNY HILLS",Assisted Wheelchair Access,152.933889,-27.393333,QLD
MOUNT OMMANEY,Jindalee,"Jindalee State School, 114 Burrendah Road, JINDALEE",Assisted Wheelchair Access,152.935041,-27.530346,QLD
WOODRIDGE,Crestmead,"Crestmead State School, Augusta Street, CRESTMEAD",Assisted Wheelchair Access,153.090355,-27.688105,QLD
COOPER,Hilder Road,"Hilder Road State School, Kaloma Road, THE GAP",,152.937168,-27.436989,QLD
CLAYFIELD,Ascot,"Ascot State School, Massey Street, ASCOT",,153.056407,-27.432955,QLD
IPSWICH WEST,Karalee,"Karalee State School Hall, 77 Arthur Summervilles Road, KARALEE",Full Wheelchair Access,152.825296,-27.56257,QLD
CONDAMINE,Clifton,"Clifton State School, 1 Tooth Street, CLIFTON",Full Wheelchair Access,151.90466,-27.930915,QLD
KEPPEL,Yeppoon North,"St Brendan's College, 139 Adelaide Park Road, YEPPOON",Assisted Wheelchair Access,150.728451,-23.118262,QLD
GLADSTONE,Seaview,"St Peters Anglican Church, 50 J Hickey Avenue, SEAVIEW HEIGHTS",,151.219125,-23.879326,QLD
LYTTON,Lindum,"Wynnum Baptist Church, 287 Kianawah Road, WYNNUM WEST",Full Wheelchair Access,153.142676,-27.456579,QLD
"IPSWICH WEST, SCENIC RIM",Rosewood,"Rosewood State High School, Lanefield Road, ROSEWOOD",Full Wheelchair Access,152.58721,-27.636803,QLD
SURFERS PARADISE,Moana Park,"Broadbeach Senior Citizens Centre, 23 T E Peters Drive, BROADBEACH WATERS",Full Wheelchair Access,153.425703,-28.027459,QLD
HINCHINBROOK,Trebonne,"Trebonne State School, Stone River Road, TREBONNE",Full Wheelchair Access,146.074305,-18.630589,QLD
CONDAMINE,Goombungee,"Goombungee State School, 52 Mocatta Street, GOOMBUNGEE",,151.852813,-27.302141,QLD
COOK,Mareeba,"Mareeba State School, Constance Street, MAREEBA",Full Wheelchair Access,145.425721,-16.998125,QLD
SCENIC RIM,North Tamborine,"Tamborine Mountain State High School, Holt Road, NORTH TAMBORINE",Assisted Wheelchair Access,153.190688,-27.932892,QLD
GYMPIE,Gympie High,"Gympie State High School, Cootharaba Road, GYMPIE",Assisted Wheelchair Access,152.679175,-26.188445,QLD
CONDAMINE,Pittsworth,"Technology Centre, Hume Street, PITTSWORTH",Full Wheelchair Access,151.633978,-27.718624,QLD
PUMICESTONE,Sandstone Point,"Sports and Recreation Facility, 206 Bestmann Road East, SANDSTONE POINT",,153.126173,-27.079083,QLD
HILL,Ravenshoe,"Ravenshoe State School, F Block Hall, Jr School Campus, Ascham Street, RAVENSHOE",Full Wheelchair Access,145.4819977,-17.61265678,QLD
MURRUMBA,Kallangur West,"Kruger Hall, Penson Park Ann Street, KALLANGUR",Assisted Wheelchair Access,152.990445,-27.246174,QLD
MULGRAVE,Edmonton,"Edmonton PCYC, Walker Road, EDMONTON",Full Wheelchair Access,145.725242,-17.016963,QLD
"BONNEY, BROADWATER",Biggera Waters,"Biggera Waters State School Activities Centre, Coombabah Road, BIGGERA WATERS",Full Wheelchair Access,153.396775,-27.927597,QLD
MAIWAR,St Lucia,"Chinese Christian Church Hall, 83 Ryans Road, ST LUCIA",Assisted Wheelchair Access,152.997215,-27.495493,QLD
All Districts,Brisbane CBD All-Districts Centre,"Brisbane City Hall, Sandgate Room (polling booth entrance via Ann Street), 64 Adelaide Street, BRISBANE",Full Wheelchair Access,153.023525,-27.46895,QLD
SANDGATE,Brighton,"Brighton State School Sports Hall, 2 North Road, BRIGHTON",Assisted Wheelchair Access,153.052225,-27.294333,QLD
SOUTHERN DOWNS,Killarney,"Senior Citizens Hall, 11 Ailanthus Street, KILLARNEY",Full Wheelchair Access,152.295458,-28.333933,QLD
CALLIDE,Biggenden,"Biggenden State School, 9 Frederick Street, BIGGENDEN",Assisted Wheelchair Access,152.047925,-25.511078,QLD
TOOHEY,Robertson,"Robertson State School, 640 Musgrave Road, ROBERTSON",Full Wheelchair Access,153.056202,-27.565238,QLD
LOCKYER,Plainland,"Faith Lutheran College, 5 Faith Avenue, PLAINLAND",Assisted Wheelchair Access,152.415744,-27.568628,QLD
"KEPPEL, MIRANI, ROCKHAMPTON",Parkhurst,"Parkhurst State School, 11 Mason Avenue, PARKHURST",Full Wheelchair Access,150.513586,-23.295452,QLD
MARYBOROUGH,Burrum Heads,"Community Hall, Cnr Howard Street & Burrum Heads Road, BURRUM HEADS",Full Wheelchair Access,152.613267,-25.185015,QLD
TOWNSVILLE,Palm Island,"Bwgcolman Community School, Creek Road, PALM ISLAND",Assisted Wheelchair Access,146.578367,-18.736685,QLD
WARREGO,Dalby West,"Church of Christ Hall, Cnr Nicholson & Moreton Streets, DALBY",Full Wheelchair Access,151.251424,-27.184835,QLD
WHITSUNDAY,Kuttabul,"Hampden State School, 2880 Bruce Highway, KUTTABUL",,148.931254,-21.059882,QLD
GREGORY,Sapphire,"Community Hall, Sapphire Road, SAPPHIRE",,147.720349,-23.460382,QLD
"BANCROFT, MURRUMBA",Deception Bay South,"Deception Bay State High School, Government Street, DECEPTION BAY",Assisted Wheelchair Access,153.030124,-27.200946,QLD
NANANGO,Mount Kilcoy,"Mount Kilcoy State School, 251 Jenkinsons Road, MOUNT KILCOY",,152.587062,-26.873914,QLD
"GREENSLOPES, MANSFIELD",Seville Road,"Seville Road State School, Cnr Oates Avenue & Roscoe Street, HOLLAND PARK",Full Wheelchair Access,153.072359,-27.525334,QLD
"ALGESTER, INALA",Forest Lake East,"Forest Lake State High School, High Street, FOREST LAKE",Full Wheelchair Access,152.972019,-27.623893,QLD
WATERFORD,Mabel Park,"Mabel Park State School Performing Arts Centre, 81 Borman Street, SLACKS CREEK",Full Wheelchair Access,153.126331,-27.643352,QLD
"SOUTHPORT, SURFERS PARADISE",Main Beach,"The Pavillion, The Esplanade, MAIN BEACH",Full Wheelchair Access,153.428696,-27.974131,QLD
"ASPLEY, NUDGEE",Zillmere North,"Church of Christ Hall, 367 Zillmere Road, ZILLMERE",Assisted Wheelchair Access,153.041103,-27.359591,QLD
TOWNSVILLE,Garbutt,"Garbutt State School, 76 Chandler Street, GARBUTT",Assisted Wheelchair Access,146.775557,-19.262158,QLD
"BUDERIM, NICKLIN",Forest Glen,"Sunshine Coast Grammar School, 372 Mons Road, FOREST GLEN",Assisted Wheelchair Access,153.008058,-26.684372,QLD
WARREGO,Condamine,"Condamine State School, Kennedy Street, CONDAMINE",,150.134858,-26.925141,QLD
MARYBOROUGH,Maryborough,"St Pauls Memorial Hall, Cnr Adelaide & Ellena Streets, MARYBOROUGH",Full Wheelchair Access,152.700976,-25.538919,QLD
"KURWONGBAH, PINE RIVERS",Warner,"Genesis Christian College, 10 Youngs Crossing Road, BRAY PARK",Full Wheelchair Access,152.954122,-27.288688,QLD
IPSWICH WEST,Haigslea,"Haigslea State School, 760 Thagoona Haigslea Road, HAIGSLEA",Full Wheelchair Access,152.629543,-27.571672,QLD
MIRANI,Gargett,"Gargett State School, Tom Lynch Street, GARGETT",Assisted Wheelchair Access,148.740871,-21.155398,QLD
"KEPPEL, ROCKHAMPTON",Berserker Street,"Berserker Street State School, Berserker Street, BERSERKER",Full Wheelchair Access,150.530124,-23.366138,QLD
COOK,Hope Vale,"Hope Vale Campus, Cape York Aboriginal Australian Academy, Cnr Thiele & Poland Streets, HOPE VALE",Assisted Wheelchair Access,145.108807,-15.295832,QLD
WARREGO,Yuleba,"Memorial Hall, 14 Garden Street, YULEBA",Assisted Wheelchair Access,149.384324,-26.612141,QLD
"MACALISTER, WATERFORD",Waterford West,"Waterford West State School, 5-15 John Street, WATERFORD WEST",Assisted Wheelchair Access,153.132949,-27.689962,QLD
MIRANI,Armstrong Beach,"Llewellyn Hall, Armstrong Beach Road, ARMSTRONG BEACH",Assisted Wheelchair Access,149.282,-21.448,QLD
"EVERTON, FERNY GROVE, STAFFORD",Alderley Kindergarten,"Kindergarten, 76 South Pine Road, ALDERLEY",Assisted Wheelchair Access,152.999567,-27.422871,QLD
LYTTON,Manly,"Manly State School, 63 Ernest Street, MANLY",,153.181622,-27.458311,QLD
"GYMPIE, NANANGO",Kilkivan,"Kilkivan State School, 6 Council Street, KILKIVAN",Assisted Wheelchair Access,152.242152,-26.087602,QLD
TOOWOOMBA NORTH,Holy Name,"Holy Name School, 188 Bridge Street, TOOWOOMBA",Full Wheelchair Access,151.946347,-27.550818,QLD
"BURLEIGH, CURRUMBIN",Tallebudgera,"Tallebudgera State School, 492 Guineas Creek Road, TALLEBUDGERA",Full Wheelchair Access,153.429412,-28.141263,QLD
"STRETTON, TOOHEY",Sunnybank,"Sunnybank State High School, Entrance from Gager Street, SUNNYBANK",Full Wheelchair Access,153.058114,-27.575725,QLD
BURDEKIN,Airville,"Airville State School, 920 Old Clare Road, AIRVILLE",Assisted Wheelchair Access,147.347402,-19.654487,QLD
MIRANI,Chelona,"Chelona State School, Dunrock Road, CHELONA",,149.145777,-21.260541,QLD
"EVERTON, PINE RIVERS",Albany Creek,"Albany Creek State School, 696 Albany Creek Road, ALBANY CREEK",Full Wheelchair Access,152.9705,-27.346206,QLD
HILL,Mission Beach,"Mission Beach State School, 21-101 Webb Road, WONGALING BEACH",Full Wheelchair Access,146.092393,-17.90418,QLD
CLAYFIELD,Albion,"Brothers Community & Sports Club, Jacaranda Room, Crosby Road, ALBION",,153.047222,-27.433056,QLD
BURNETT,Miriam Vale,"Miriam Vale State School, 15 Roe Street, MIRIAM VALE",Full Wheelchair Access,151.561407,-24.330264,QLD
COOK,Daintree,"Daintree State School, Osborne Street, DAINTREE",Assisted Wheelchair Access,145.320744,-16.249795,QLD
ALGESTER,Algester South,"St Stephens School, 156 Ridgewood Road, Algester",Full Wheelchair Access,153.029527,-27.618202,QLD
BURDEKIN,Clare,"Clare State School, Larkin Street, CLAREDALE",Full Wheelchair Access,147.22641,-19.783463,QLD
"TOOWOOMBA NORTH, TOOWOOMBA SOUTH",St Josephs,"St Josephs College MacKillop Centre, Coronet Street, TOOWOOMBA",Assisted Wheelchair Access,151.970627,-27.571801,QLD
NANANGO,Coolabunia,"Coolabunia State School, Cnr D'Aguilar Hwy and Mary Street, COOLABUNIA",Full Wheelchair Access,151.902809,-26.589774,QLD
HILL,Kairi,"Kairi State School, McGeehan Street, KAIRI",Full Wheelchair Access,145.546303,-17.21517,QLD
GYMPIE,Rainbow Beach,"Rainbow Beach State School, 1 Warooga Road, RAINBOW BEACH",Full Wheelchair Access,153.079099,-25.907209,QLD
SOUTHERN DOWNS,Goondiwindi,"St Mary's Primary School, Brisbane Street, GOONDIWINDI",Full Wheelchair Access,150.306578,-28.54471,QLD
WATERFORD,Loganholme,"Loganholme State School, Wandilla Crescent, LOGANHOLME",Assisted Wheelchair Access,153.181489,-27.686779,QLD
"STRETTON, WATERFORD, WOODRIDGE",Kuraby,"Kuraby State School, 1523 Beenleigh Road, KURABY",Full Wheelchair Access,153.096006,-27.606971,QLD
"COOPER, MAIWAR",Bardon West,"Bardon State School, 330 Simpsons Road, BARDON",Assisted Wheelchair Access,152.971878,-27.460099,QLD
GREGORY,Birdsville,"Shire Hall, Adelaide Street, BIRDSVILLE",Full Wheelchair Access,139.353483,-25.898221,QLD
LOCKYER,Glamorgan Vale,"Glamorgan Vale State School, Glamorgan Vale Road, GLAMORGAN VALE",Assisted Wheelchair Access,152.631866,-27.515008,QLD
BURDEKIN,Moranbah West,"Moranbah Community Centre, Batchelor Parade, MORANBAH",Assisted Wheelchair Access,148.047616,-22.000146,QLD
SOUTHERN DOWNS,Massie,"Deuchar Massie Hall, 12 Warwick Allora Back Road, MASSIE",Full Wheelchair Access,151.954672,-28.149021,QLD
WARREGO,Macalister,"QCWA Hall, Warrego Highway, MACALISTER",Assisted Wheelchair Access,151.077416,-27.04421,QLD
GYMPIE,Cooloola Cove,"Veterans Community Hall, cnr Nautilus & Santamaria Avenue, COOLOOLA COVE",Full Wheelchair Access,152.984914,-25.970908,QLD
BUNDAMBA,Collingwood Park,"Collingwood Park State School Hall, Burrel Street, COLLINGWOOD PARK",Assisted Wheelchair Access,152.863303,-27.615192,QLD
HINCHINBROOK,Rollingstone,"Rollingstone State School, Fred Williams Drive, ROLLINGSTONE",,146.3919,-19.043722,QLD
SCENIC RIM,Aratula,"Aratula State School, 41 Elizabeth Street, ARATULA",Assisted Wheelchair Access,152.543802,-27.981198,QLD
"BURLEIGH, CURRUMBIN",Elanora High,"Elanora State High School, Avocado Street, ELANORA",Full Wheelchair Access,153.450133,-28.129158,QLD
SOUTH BRISBANE,State High,"Brisbane State High School, entry via Vulture Street gates, Cnr Vulture & Ernest Streets, SOUTH BRISBANE",Full Wheelchair Access,153.018579,-27.481636,QLD
MOGGILL,Moggill,"Moggill State School, 3417 Moggill Road, MOGGILL",Assisted Wheelchair Access,152.877492,-27.569166,QLD
COOPER,The Gap,"The Gap State School, Cnr Waterworks & Settlement Roads, THE GAP",Assisted Wheelchair Access,152.944861,-27.442987,QLD
GREENSLOPES,Norman Park,"Uniting Church Hall, Cnr Bennetts Rd & McIlwraith Avenue, NORMAN PARK",Full Wheelchair Access,153.064375,-27.483974,QLD
BURNETT,Childers,"Isis District State High School, 22 North Street, Childers",Assisted Wheelchair Access,152.277535,-25.233293,QLD
"MILLER, TOOHEY",Rocklea,"Rocklea State School, 19 Elmes Road, ROCKLEA",Full Wheelchair Access,153.011546,-27.546818,QLD
WARREGO,Morven,"Morven State School, Cnr Warrego Hwy & West Street, MORVEN",Full Wheelchair Access,147.109616,-26.415649,QLD
"ALGESTER, STRETTON",Sunnybank Hills,"Sunnybank Hills State School, 77 Symons Road, SUNNYBANK HILLS",Full Wheelchair Access,153.056744,-27.594575,QLD
GYMPIE,Chatsworth,"Chatsworth State School, 15 Rammutt Road, CHATSWORTH",Full Wheelchair Access,152.615054,-26.142619,QLD
BURDEKIN,Giru,"CWA Hall, 9 Carey Street, GIRU",Full Wheelchair Access,147.104546,-19.515094,QLD
MERMAID BEACH,Miami East,"Miami State High School, Gold Coast Highway, MIAMI EAST",Assisted Wheelchair Access,153.438648,-28.062523,QLD
GREGORY,Emerald South,"Denison State School - Pre-School, 16 Gray Street, EMERALD",Full Wheelchair Access,148.158517,-23.53597,QLD
CONDAMINE,Oakey,"Oakey State High School, 1 Campbell Street, OAKEY",Assisted Wheelchair Access,151.718706,-27.444508,QLD
GYMPIE,Pie Creek,"Pie Creek Hall, Herron Road, PIE CREEK",Assisted Wheelchair Access,152.619399,-26.241106,QLD
COOK,Wonga,"Wonga Beach State School, 48 Snapper Island Drive, WONGA BEACH",Full Wheelchair Access,145.412993,-16.341974,QLD
EVERTON,Everton Park,"My Church Brisbane Hall, 36 Baden Powell Street, EVERTON PARK",Full Wheelchair Access,152.98627,-27.403714,QLD
"BURDEKIN, MUNDINGBURRA, TOWNSVILLE",Oonoonba,"Oonoonba State School, 83 Fairfield Waters Drive, OONOONBA",Assisted Wheelchair Access,146.812904,-19.304693,QLD
"CAIRNS, MULGRAVE",Woree,"Woree State High School, 42-80 Windarra Street, WOREE",Full Wheelchair Access,145.741717,-16.960688,QLD
HILL,Kurrimine,"Progress Association Hall, 919 Murdering Point Road, KURRIMINE BEACH",Full Wheelchair Access,146.102232,-17.773995,QLD
"BUNDAMBA, IPSWICH",Bundamba,"Oasis Church of Christ, 25 Byrne Street, Bundamba",Assisted Wheelchair Access,152.812681,-27.60499,QLD
"STRETTON, TOOHEY",Coopers Plains,"Coopers Plains State School, 61 Orange Grove Road, COOPERS PLAINS",Full Wheelchair Access,153.03961,-27.567723,QLD
GYMPIE,Goomboorian,"Hall, Tin Can Bay Road, GOOMBOORIAN",Assisted Wheelchair Access,152.779393,-26.077002,QLD
TRAEGER,Charters Towers,"Charters Towers Regional Council Chambers, 12-14 Mosman Street, CHARTERS TOWERS",Full Wheelchair Access,146.257885,-20.072552,QLD
BURNETT,Gooburrum,"Gooburrum State School, 14 Gooburrum Road, GOOBURRUM",Full Wheelchair Access,152.305999,-24.823042,QLD
GYMPIE,Jones Hill,"Jones Hill State School, Heilbronn Road, GYMPIE",Full Wheelchair Access,152.666799,-26.228232,QLD
"COOPER, MAIWAR",Rainworth,"Rainworth State School, 185 Boundary Road, BARDON",Assisted Wheelchair Access,152.985285,-27.467041,QLD
HERVEY BAY,Baycrest,"Baycrest RSL Care, 99 Doolong Road, Kawungan",Full Wheelchair Access,152.844785,-25.307306,QLD
NANANGO,Toogoolawah,"Toogoolawah State School, Gardner Street, TOOGOOLAWAH",,152.379153,-27.091635,QLD
CALLIDE,Thangool,"Thangool State School, 2 Aerodrome Road, THANGOOL",Assisted Wheelchair Access,150.572326,-24.491113,QLD
WATERFORD,Loganlea,"Loganlea State High School, Neridah Street, LOGANLEA",Assisted Wheelchair Access,153.143513,-27.672687,QLD
"HINCHINBROOK, THURINGOWA",Willows,"The Willows State School, Cnr Sandstone Dr & Bilberry Street, KIRWAN",Assisted Wheelchair Access,146.72216,-19.305286,QLD
MIRANI,Koumala,"Koumala State School, Bull Street, KOUMALA",Assisted Wheelchair Access,149.243056,-21.607353,QLD
SCENIC RIM,Hillview,"Hillview State School, 1623 Christmas Creek Road, HILLVIEW",Full Wheelchair Access,153.005412,-28.211958,QLD
SCENIC RIM,St Bernard,"St Bernard State School, 1-19 School Road, MOUNT TAMBORINE",Assisted Wheelchair Access,153.198739,-27.9703,QLD
"HINCHINBROOK, THURINGOWA",Northern Beaches,"Community Recreation Hall, Meranti Street, DEERAGUN",Assisted Wheelchair Access,146.675242,-19.245529,QLD
BURNETT,Innes Park,"Coral Coast Baptist Church, 596 Windermere Road, INNES PARK NORTH",Assisted Wheelchair Access,152.461814,-24.849155,QLD
"CLAYFIELD, STAFFORD",Kedron West,"Little Flower Church Hall, Cnr Wayland St & Turner Road, KEDRON",Assisted Wheelchair Access,153.024761,-27.408224,QLD
IPSWICH WEST,North Ipswich,"Ipswich North State School Hall, Lawrence Street, NORTH IPSWICH",,152.762752,-27.603674,QLD
SCENIC RIM,Mutdapilly,"Mutdapilly State School, Cunningham Highway, MUTDAPILLY",Assisted Wheelchair Access,152.650926,-27.770766,QLD
"SOUTHPORT, SURFERS PARADISE",Southport East,"Community Centre, 6 Lawson Street, SOUTHPORT",Full Wheelchair Access,153.414131,-27.970934,QLD
MAIWAR,Toowong,"Uniting Church Hall, 80 Sherwood Road, TOOWONG",Assisted Wheelchair Access,152.988468,-27.4853,QLD
HERVEY BAY,Urangan,"Urangan Point State School, Herbert Street, URANGAN",Assisted Wheelchair Access,152.902063,-25.290674,QLD
"BARRON RIVER, CAIRNS",Redlynch,"Redlynch State College, Jungara Road, REDLYNCH",Full Wheelchair Access,145.696078,-16.908886,QLD
"MACALISTER, SPRINGWOOD",Cornubia,"Chisholm Catholic College, 204 California Creek Road, CORNUBIA",Full Wheelchair Access,153.204117,-27.666271,QLD
GYMPIE,Imbil,"Mary Valley State College, Edward Street, IMBIL",Full Wheelchair Access,152.679362,-26.459922,QLD
GLASS HOUSE,Witta,"Old Witta School Community Centre, 316 Witta Road, WITTA",Assisted Wheelchair Access,152.826855,-26.708599,QLD
SOUTHPORT,Keebra Park,"Keebra Park State High School, Anne Street, SOUTHPORT",Full Wheelchair Access,153.400206,-27.983838,QLD
WARREGO,St George,"St George State School Hall, 20 - 40 Grey Street, ST GEORGE",Assisted Wheelchair Access,148.580732,-28.037753,QLD
"COOMERA, THEODORE",Coomera Springs,"Coomera Springs State School, Old Coach Road, UPPER COOMERA",Full Wheelchair Access,153.299609,-27.847072,QLD
MOUNT OMMANEY,Jindalee South,"Twelve Apostles Catholic Church Hall, 111 Yallambee Road, JINDALEE",Assisted Wheelchair Access,152.940746,-27.540618,QLD
REDLANDS,Macleay Island,"Progress Association Hall, Russell Terrace, MACLEAY ISLAND",Assisted Wheelchair Access,153.365658,-27.630753,QLD
COOK,Lockhart River,"Lockhart State School, Pucheewoo Street, LOCKHART RIVER",,143.343987,-12.785264,QLD
CAIRNS,Manunda,"Trinity Bay State High School, 26-62 Hoare Street, MANUNDA",Full Wheelchair Access,145.752756,-16.922833,QLD
GREGORY,Rubyvale,"Hall, Burridge Road, RUBYVALE",Assisted Wheelchair Access,147.698329,-23.419207,QLD
SOUTHERN DOWNS,Talwood,"Talwood State School, 17 Recreation Street, TALWOOD",,149.470236,-28.487065,QLD
"STRETTON, TOOHEY",Runcorn,"Runcorn State School, Mains Road (Entrance from Ardagie Street), SUNNYBANK",Assisted Wheelchair Access,153.061695,-27.587524,QLD
GAVEN,Worongary,"Worongary State School, Delta Cove Drive, WORONGARY",Assisted Wheelchair Access,153.342765,-28.022562,QLD
"STRETTON, TOOHEY",Warrigal Road,"Warrigal Road State School, 314 Warrigal Road, EIGHT MILE PLAINS",Full Wheelchair Access,153.084655,-27.586688,QLD
MARYBOROUGH,Granville,"Kindergarten, 162-164 Cambridge Street, GRANVILLE",Full Wheelchair Access,152.721801,-25.544171,QLD
SOUTHERN DOWNS,Applethorpe,"Applethorpe State School, 25576 New England Highway, APPLETHORPE",,151.954865,-28.612574,QLD
HILL,Babinda,"RSL Hall, 26 Church Street, BABINDA",Full Wheelchair Access,145.921904,-17.342525,QLD
"MILLER, TOOHEY",Wellers Hill,"Wellers Hill State School, 190 Toohey Road, WELLERS HILL",Full Wheelchair Access,153.0468,-27.5258,QLD
"BANCROFT, KURWONGBAH, MURRUMBA",Kallangur,"Kallangur State School, cnr Storey and School Roads, KALLANGUR",Full Wheelchair Access,152.992301,-27.24905,QLD
"CONDAMINE, NANANGO",Quinalow,"Quinalow State School, Progress Street, QUINALOW",,151.621649,-27.107575,QLD
SOUTHERN DOWNS,Millmerran,"Millmerran State School, 19 Simmons Street, MILLMERRAN",Full Wheelchair Access,151.265173,-27.877777,QLD
"BANCROFT, MURRUMBA",Rothwell,"Grace Lutheran College, Mewes Road, ROTHWELL",Assisted Wheelchair Access,153.057421,-27.218373,QLD
BUNDABERG,Bundaberg West,"Bundaberg West State School, Steffensen Street, BUNDABERG",Assisted Wheelchair Access,152.333,-24.875833,QLD
MACKAY,North Mackay High,"Mackay North State High School, Valley Street, NORTH MACKAY",Assisted Wheelchair Access,149.173501,-21.115014,QLD
"CLAYFIELD, STAFFORD",Gordon Park,"St Carthage's Church Hall, Cnr Aberdeen Tce and Beaconsfield Street, GORDON PARK",Assisted Wheelchair Access,153.025056,-27.417633,QLD
ASPLEY,Aspley South,"Aspley State School Hall, Horn Road, ASPLEY",Assisted Wheelchair Access,153.014373,-27.369124,QLD
NANANGO,Tingoora,"Tingoora State School, Main Street, TINGOORA",Full Wheelchair Access,151.819323,-26.363073,QLD
LOCKYER,Tarampa,"Tarampa State School, Manthey Road, TARAMPA",Assisted Wheelchair Access,152.546003,-27.487168,QLD
