stall_description,lon,has_run_out,has_nothing,has_caek,has_bbq,latest_report,first_report,stall_website,lat,stall_name,extra_info,source,has_other,wheelchairaccess,entrancesdesc,polling_place_type,booth_info,opening_hours,premises,address,polling_place_name,division,state,ess_stall_id,ess_stall_url
,144.389,FALSE,FALSE,TRUE,TRUE,2016-07-02 04:55:56.450078+00,2016-07-02 02:47:52.837686+00,,-37.1874,,,,{},Assisted,Cameron St entrance.,,,,Malmsbury Primary School,"Malmsbury Primary School, 28 Cameron Street, MALMSBURY, VIC 3446",Malmsbury,Bendigo,VIC,,
,145.164,FALSE,FALSE,FALSE,TRUE,2016-07-02 02:46:35.239987+00,2016-07-02 02:46:35.239987+00,,-37.9338,,,,{},Assisted,Entrance to polling place: Main door to Church/Hall Entrance to Hall via car park off Police Rd,,,,St Luke's Hall,"St Luke's Hall, 59 Police Rd, MULGRAVE, VIC 3170",Clareville,Bruce,VIC,,
,144.304329,TRUE,FALSE,FALSE,TRUE,2016-07-02 04:59:45.133093+00,2016-07-02 00:07:06.653748+00,,-36.727367,,,,{},Assisted,,Public School,,,White Hills Primary School,"White Hills Primary School, 16 Plumridge St, WHITE HILLS, VIC 3550",White Hills,Bendigo,VIC,,
,144.210569,FALSE,TRUE,FALSE,FALSE,2016-07-02 02:48:11.082091+00,2016-07-02 01:28:17.441761+00,,-36.744329,,,Twitter,{},Assisted,,,,,Maiden Gully Primary School,"Maiden Gully Primary School, 10 Carolyn Way, MAIDEN GULLY, VIC 3551",Maiden Gully,Bendigo,VIC,,
,145.173,FALSE,FALSE,FALSE,FALSE,,,,-37.9285,,,,,Assisted,Entrance to polling place: Main door to Foyer and door into hall. Entrance to school grounds: Main gate on Albany Dr.,Public School,,,Albany Rise Primary School,"Albany Rise Primary School, Cnr Zita St & Albany Dr, MULGRAVE, VIC 3170",Albany Rise,Bruce,VIC,,
,144.286,FALSE,FALSE,FALSE,FALSE,,,,-36.7997,,,,,Assisted,Spring Gully Rd entrance,Public School,,,Spring Gully Primary School,"Spring Gully Primary School, 104 Spring Gully Rd, SPRING GULLY, VIC 3550",Spring Gully,Bendigo,VIC,,
,144.211,FALSE,FALSE,FALSE,FALSE,,,,-36.6558,,,,,Assisted,Dalys Rd entrance,Community Hall,,,Woodvale Public Hall,"Woodvale Public Hall, 34 Dalys Road, WOODVALE, VIC 3556",Woodvale,Bendigo,VIC,,
,145.2214909,FALSE,FALSE,FALSE,FALSE,,,,-37.990447,,,,,Assisted,entry to Marion Room from New St.,,,,St Mary's Primary School,"St Mary's Primary School, 22-24 New St, DANDENONG, VIC 3175",Dandenong,Bruce,VIC,,
,145.2,FALSE,FALSE,FALSE,FALSE,,,,-37.9808,,,,,None,"Entrance to polling place: Main door to Hall Entrance via school gates at Benga Ave, alternate Birdwood or Jones Rd.",,,,Dandenong West Primary School,"Dandenong West Primary School, 32 Birdwood Ave, DANDENONG, VIC 3175",Dandenong West,Bruce,VIC,,
"Sausage sizzle, all proceeds will be shared with the Tynong Progress Assoc and Tynong Fire Brigade",145.6253189,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:55:47.674658+00,2016-07-02 03:55:47.674658+00,,-38.0843658,Tynong Progress Assoc & Tynong Fire Brigade ,,,{},Assisted,Entrance to the polling place is from th e carpark accessed via Railway Ave.,Community Hall,,,Tynong Public Hall,"Tynong Public Hall, Railway Ave, TYNONG, VIC 3813",Tynong,McMillan,VIC,4152,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4152/Tynong/no
"Sausages, bread, drinks, cake stall",145.168,FALSE,FALSE,TRUE,TRUE,2016-06-25 07:46:14.442784+00,2016-06-25 07:46:14.442784+00,,-37.8972,Glen Waverley South Primary School sausage sizzle,,Election Sausage Sizzle,{},Assisted,Entrance to polling place: Main door to Gym. Entrance to school grounds: Main gate on Watsons Rd.  Other entrances available v ia Whites La,,,,Glen Waverley South Primary School,"Glen Waverley South Primary School, cnr Whites La & Watsons Rd, GLEN WAVERLEY, VIC 3150",Brentwood,Bruce,VIC,2493,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2493/Glen-Waverley-South-Primary-School-Glen-Waverley-South-Primary-School-sausage-sizzle/no
,145.159,FALSE,FALSE,FALSE,FALSE,,,,-37.9393,,,,,Assisted,Entrance to polling place: Main door to Hall.   Wheel chair access via Gove St Entrance to School via Wareham St & Gove St & Amiel St,,,,Springvale Rise Primary School (Springvale Heights Campus),"Springvale Rise Primary School (Springvale Heights Campus), 32 Wareham St, SPRINGVALE, VIC 3171",Sandown Park,Bruce,VIC,,
,144.85805,FALSE,FALSE,FALSE,FALSE,,,,-37.72057,,,,,Assisted,1 pedestrian gate on Thea Court,,,,Keilor Park Pre School,"Keilor Park Pre School, 2 Thea Ct, KEILOR PARK, VIC 3042",Keilor Park,Calwell,VIC,,
,145.176,FALSE,FALSE,FALSE,FALSE,,,,-37.8664,,,,,Assisted,Entrance to polling place: Eastern door to School gains direct entry to GP room Entrance to School: via the main gate of f Capital Ave.,Public School,,,Highvale Secondary College,"Highvale Secondary College, Highvale Secondary College, Capital AvenueGLEN WAVERLEY, VIC 3150",Highvale,Bruce,VIC,,
,145.20488,FALSE,FALSE,FALSE,FALSE,,,,-37.96491,,,,,Assisted,Oakwood Ave - small carpark and Gladston e Rd pedestrian gate.,Public School,,,Lyndale Greens Primary School,"Lyndale Greens Primary School, cnr Gladstone Rd & Oakwood Ave, DANDENONG NORTH, VIC 3175",Oakwood Park,Bruce,VIC,,
,145.18922,FALSE,FALSE,FALSE,FALSE,,,,-37.94349,,,,,Assisted,Enter Senior College gates from Browns Rd. Entrance to Senior College from car parking area.,Public School,,,Carwatha College P-12,"Carwatha College P-12, 43-81 Browns Rd, NOBLE PARK NORTH, VIC 3174",Waverley Park,Bruce,VIC,,
"Sausage sizzle, devonshire tea, cake stall , books , vintage clothing .",144.9289,FALSE,FALSE,TRUE,TRUE,2016-07-01 23:26:08.078385+00,2016-07-01 23:26:08.078385+00,,-37.69258,Primary School Fete,,,{},Assisted,"Two entrances, from carpark in Graham St and carpark in Keith Cres",,,,Meadows Primary School,"Meadows Primary School, Gerbert St, BROADMEADOWS, VIC 3047",Meadows,Calwell,VIC,,
,144.918,FALSE,FALSE,FALSE,FALSE,,,,-37.66,,,,,Assisted,"Entry through car park at Rockbank Ct, Eldorado Cres usually closed",,,,Bethal Primary School,"Bethal Primary School, Eldorado Cres, MEADOW HEIGHTS, VIC 3048",Bethal,Calwell,VIC,,
,144.93,FALSE,FALSE,FALSE,FALSE,,,,-37.662,,,,,Assisted,Entry from Bushfield Cres,,,,Coolaroo South Primary School,"Coolaroo South Primary School, Bushfield Cres, COOLAROO, VIC 3048",Coolaroo,Calwell,VIC,,
,144.898,FALSE,FALSE,FALSE,FALSE,,,,-37.6889,,,,,Assisted,Entry from Gaynor Cres,,,,Gladstone Views Primary School,"Gladstone Views Primary School, Carrick Dr, GLADSTONE PARK, VIC 3043",Gladstone Views,Calwell,VIC,,
,144.91281,FALSE,FALSE,FALSE,FALSE,,,,-37.68826,,,,,Assisted,,,,,Jacana School for Autism,"Jacana School for Autism, 19-39 Landy Rd, JACANA, VIC 3047",Jacana,Calwell,VIC,,
,144.923,FALSE,FALSE,FALSE,FALSE,,,,-37.65,,,,,Assisted,Entry from Paringa Blvd,,,,Meadow Heights Primary School,"Meadow Heights Primary School, Paringa Blvd, MEADOW HEIGHTS, VIC 3048",Meadow Heights,Calwell,VIC,,
,144.79185,FALSE,FALSE,FALSE,FALSE,,,,-37.71743,,,,,Assisted,Entrance to school grounds: Coppernicus Way Entrance to polling place: Hall entrance,,,,Monmia Primary School,"Monmia Primary School, Copernicus Way, KEILOR DOWNS, VIC 3038",Monmia,Calwell,VIC,,
,144.917,FALSE,FALSE,FALSE,FALSE,,,,-37.6321,,,,,Assisted,Entry via Homestead Run,,,,Roxburgh Homestead Primary School,"Roxburgh Homestead Primary School, McPherson Blvd, ROXBURGH PARK, VIC 3064",Roxburgh Homestead,Calwell,VIC,,
,144.96558,FALSE,FALSE,FALSE,FALSE,2016-07-02 02:37:06.309795+00,2016-07-02 02:37:06.309795+00,,-37.67438,,,,{},Assisted,Entrance to venue through Mimosa Ave,,,,Campbellfield Heights Primary School,"Campbellfield Heights Primary School, Laurel Cres, CAMPBELLFIELD, VIC 3061",Campbellfield,Calwell,VIC,,
,144.9231,FALSE,FALSE,FALSE,FALSE,,,,-37.6167,,,,,Assisted,Access via Bluebird Way,Public School,,,Roxburgh Rise Primary School,"Roxburgh Rise Primary School, Cnr Bluebird Way & Lockwood Dr, ROXBURGH PARK, VIC 3064",Roxburgh Rise,Calwell,VIC,,
,145.152,FALSE,TRUE,FALSE,FALSE,2016-07-02 04:22:19.538738+00,2016-07-02 04:22:19.538738+00,,-37.8874,,,,{},Assisted,Entrance to preschool via carpark off Waverley Rd,Pre-School,,,Wayburne Pre-School Centre,"Wayburne Pre-School Centre, 579 Waverley Rd, GLEN WAVERLEY, VIC 3150",Wayburne,Bruce,VIC,,
,144.835,FALSE,FALSE,FALSE,FALSE,,,,-37.7166,,,,,Assisted,Entrance to school grounds: Kennedy St Entrance to polling place: Gym,Public School,,,Keilor Primary School,"Keilor Primary School, Kennedy St, KEILOR, VIC 3036",Keilor,Calwell,VIC,,
,145.191,FALSE,FALSE,FALSE,FALSE,,,,-37.9704,,,,,Assisted,Entrance to polling place: School Hall Entrance to School via pedestrian gates off Liege Ave  or car park off Liege Ave,Public School,,,Yarraman Oaks Primary School,"Yarraman Oaks Primary School, 27 Liege Ave, NOBLE PARK, VIC 3174",Yarraman Park,Bruce,VIC,,
,145.19,FALSE,FALSE,FALSE,FALSE,,,,-37.9176,,,,,Assisted,Entrance to polling place: Performing Ar ts Centre first door. Entrance to School via driveway off Whal ley Dr,Private School,,,St Justin's Primary School,"St Justin's Primary School, 48 Whalley Dr, WHEELERS HILL, VIC 3150",Wheelers Hill South,Bruce,VIC,,
,144.946,FALSE,FALSE,FALSE,FALSE,,,,-37.669,,,,,Assisted,Entry from King St,Public School,,,Dallas Brooks Community Primary School,"Dallas Brooks Community Primary School, Macedon St, DALLAS, VIC 3047",Upfield,Calwell,VIC,,
,144.7749135,FALSE,FALSE,FALSE,FALSE,,,,-37.6891685,,,,,Assisted,Entrance to school grounds: Robertsons Road through car park entry opposite Tasman Street Entrance to polling place: Hall entrance,,,,Overnewton Anglican Community College,"Overnewton Anglican Community College, 39-57 Robertsons Rd, TAYLORS LAKES, VIC 3038",Taylors Lakes North,Calwell,VIC,,
"Sausages, egg and bacon rolls",145.295,FALSE,FALSE,FALSE,TRUE,2016-07-01 11:53:04.816537+00,2016-07-01 11:53:04.816537+00,,-37.8283,Primary school sausage sizzle,,User-submitted,"{""has_bacon_and_eggs"":true}",Assisted,Entrance to polling place: External door to hall. Entrance to grounds: Gate on Stuart St.,Public School,,,Bayswater North Primary School,"Bayswater North Primary School, Stuart St, BAYSWATER NORTH, VIC 3153",Bayswater North,Casey,VIC,,
,145.313,FALSE,FALSE,FALSE,FALSE,,,,-37.7505,,,,,Assisted,Entrance to polling place: Door to Gener al Purpose Room. Entrance to grounds: Gate on Kimberley D rive.,,,,Chirnside Park Primary School,"Chirnside Park Primary School, 66 Kimberley Dr, CHIRNSIDE PARK, VIC 3116",Chirnside Park,Casey,VIC,,
,145.3827238,FALSE,FALSE,FALSE,FALSE,,,,-37.7329995,,,,,Assisted,,,,,Coldstream Primary School,"Coldstream Primary School, Kelso St, COLDSTREAM, VIC 3770",Coldstream,Casey,VIC,,
,145.297,FALSE,FALSE,FALSE,FALSE,,,,-37.7987,,,,,Assisted,Entrance to polling place: Main doors to Gymnasium. Entrance to grounds: Gates on Ruskin Ave .,,,,Ruskin Park Primary School,"Ruskin Park Primary School, 18-20 Ruskin Ave, CROYDON, VIC 3136",Croydon East,Casey,VIC,,
,145.373,FALSE,FALSE,FALSE,FALSE,,,,-37.7832,,,,,Assisted,Entrance to polling place: Main doors to church building.,Church,,,Mount Evelyn Reformed Church Hall,"Mount Evelyn Reformed Church Hall, 45-47 Birmingham Rd, MT EVELYN, VIC 3796",Birmingham,Casey,VIC,,
Sausages in bread,145.413,FALSE,FALSE,FALSE,TRUE,2016-07-01 22:36:32.972639+00,2016-07-01 22:36:32.972639+00,,-37.5927,Primary school sausage sizzle,,,{},Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on entry door to the building used as the polling place.  Party workers  able to hand out material at that ent rance.",,,,Dixons Creek Primary School,"Dixons Creek Primary School, Melba Hwy, DIXONS CREEK, VIC 3775",Dixons Creek,Casey,VIC,,
,145.5170113,FALSE,FALSE,FALSE,FALSE,,,,-37.6529755,,,,,Assisted,Parking on Green St. Parking on River St. Parking off River St. Entrance off Green St. Entrance to polling place:  Main doors to Hall.,Senior Citizens Centre,,,Healesville Senior Citizens Hall,"Healesville Senior Citizens Hall, cnr Green & River Sts, HEALESVILLE, VIC 3777",Healesville Central,Casey,VIC,,
"Sausages (including local Pork sausages if you get in early) , Hamburgers, Drinks, Home baked goods. ",144.8569036,FALSE,FALSE,TRUE,TRUE,2016-07-02 03:56:09.997152+00,2016-07-02 03:56:09.997152+00,,-37.1174159,Pyalong Primary School Sausage Sizzle ,,,{},Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to he building being used  as the polling notice.  Party workers a re able to hand out material at that ent rance.",,,,Pyalong Primary School,"Pyalong Primary School, 10-14 Bourke St, PYALONG, VIC 3521",Pyalong,McEwen,VIC,3935,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3935/Pyalong/no
Deans Marsh Primary School fundraising sausage sizzle,143.88,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:57:42.191997+00,2016-07-02 03:57:42.191997+00,,-38.4022,Deans Marsh Primary Sausage Sizzle,,,{},Assisted,Double door entrance at side of hall,,,,Deans Marsh Public Hall,"Deans Marsh Public Hall, Pennyroyal Valley Rd, DEANS MARSH, VIC 3235",Deans Marsh,Corangamite,VIC,3958,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3958/Deans-Marsh/no
,145.5968928,FALSE,FALSE,FALSE,FALSE,,,,-37.8310056,,,,,Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to building being used  as the polling place.  Party workers a re able to hand out material at that ent rance.",,,,Hoddles Creek Primary School,"Hoddles Creek Primary School, 700 Gembrook-Launching Place Rd, HODDLES CREEK, VIC 3139",Hoddles Creek,Casey,VIC,,
"Sausages in bread, onion, drinks, cakes",145.436,FALSE,FALSE,TRUE,TRUE,2016-06-30 14:23:16.049577+00,2016-06-30 14:23:16.049577+00,,-37.7902,Wandin Yallock Primary School,,Election Sausage Sizzle,{},Assisted,Entrance to polling place: Ramp access to external door leading to Multi Purpose Room. Entrance to grounds: Main gate on corner  of Quayle and Beenak Rds.,Public School,,,Wandin Yallock Primary School,"Wandin Yallock Primary School, 105 Beenak Rd, WANDIN NORTH, VIC 3139",Wandin Yallock,Casey,VIC,3785,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3785/Wandin-Yallock/no
,145.324,FALSE,FALSE,FALSE,FALSE,,,,-37.8114,,,,,Assisted,Entrance to polling place: Side door to main building. Entrance to grounds: Gate on Gladesville  Dr.,,,,Gladesville Primary School,"Gladesville Primary School, 48 Gladesville Dr, KILSYTH, VIC 3137",Kilsyth South,Casey,VIC,,
,145.336,FALSE,FALSE,FALSE,FALSE,,,,-37.7556,,,,,None,Entrance to polling place: Door to Gener al Purpose Room. Entrance to grounds: Gates on Bowen Rd.,,,,Lilydale West Primary School,"Lilydale West Primary School, Bowen Road, LILYDALE, VIC 3140",Lilydale West,Casey,VIC,,
,145.65,FALSE,FALSE,FALSE,FALSE,,,,-37.753,,,,,Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to the building being use d as the polling place.  Party workers a re able to hand out material at that ent rance.",,,,Millwarra Primary School (Millgrove Campus),"Millwarra Primary School (Millgrove Campus), 18-20 Cavanagh Rd, MILLGROVE, VIC 3799",Millgrove,Casey,VIC,,
,145.41,FALSE,FALSE,FALSE,FALSE,,,,-37.8757,,,,,Assisted,Entrance to polling place: Main door to Centre. Entrance to grounds: Gate on Moores Rd.,,,,Monbulk Living and Learning Centre,"Monbulk Living and Learning Centre, 21 Main Rd, MONBULK, VIC 3793",Monbulk,Casey,VIC,,
,145.345,FALSE,FALSE,FALSE,FALSE,,,,-37.8089,,,,,Assisted,Entrance to polling place: Door to hall.  Entrance to grounds: Gates on Trevallyn  Rd.,,,,Montrose Primary School,"Montrose Primary School, 11 Leith Rd, MONTROSE, VIC 3765",Montrose,Casey,VIC,,
,145.421,FALSE,FALSE,FALSE,FALSE,,,,-37.8243,,,,,Assisted,Entrance to polling place: Door to multi purpose room.  Entrance to grounds: Monb ulk Rd.,,,,Silvan Primary School,"Silvan Primary School, Monbulk Road, SILVAN, VIC 3795",Silvan,Casey,VIC,,
"Sausages, bread, sauce",145.451,FALSE,FALSE,FALSE,TRUE,2016-06-25 07:46:10.907564+00,2016-06-25 07:46:10.907564+00,,-37.734,Gruyere Primary School Sausage Sizzle,,Election Sausage Sizzle,{},Assisted,Entrance to polling place: Door to room. Entrance to grounds: Gates on Killara Rd .,,,,Gruyere Primary School,"Gruyere Primary School, 99 Killara Rd, GRUYERE, VIC 3770",Gruyere,Casey,VIC,2562,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2562/Gruyere-Primary-School-Gruyere-Primary-School-Sausage-Sizzle/no
,145.363,FALSE,FALSE,FALSE,FALSE,,,,-37.7762,,,,,Assisted,Entrance to polling place: Main doors to church. Entrance to grounds: Driveway on Hull Rd .,Church,,,Lilydale Baptist Church,"Lilydale Baptist Church, 305 Swansea Rd, LILYDALE, VIC 3140",Lilydale Lake,Casey,VIC,,
sausages and drinks,145.31,FALSE,FALSE,FALSE,TRUE,2016-07-01 22:31:39.307147+00,2016-07-01 22:31:39.307147+00,,-37.7719,manchester primary sausage sizzle,,,{},Assisted,Entrance to polling place: External rear doors to Multi Purpose Room. Entrance to grounds: Gate on Monomeith S t.,,,,Manchester Primary School,"Manchester Primary School, Monomeith St, MOOROOLBARK, VIC 3138",Manchester,Casey,VIC,,
,145.316,FALSE,FALSE,FALSE,FALSE,,,,-37.7855,,,,,Assisted,Entrance to polling place: Door to hall accessed from car park.,Senior Citizens Centre,,,Mooroolbark Senior Citizens Centre,"Mooroolbark Senior Citizens Centre, 125A Brice Ave, MOOROOLBARK, VIC 3138",Mooroolbark,Casey,VIC,,
,145.316,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:57:52.714384+00,2016-07-02 03:57:52.714384+00,,-37.8019,Kilsyth Primary,,,{},Assisted,Entrance to polling place: Door to hall.  Entrance to grounds: Gate on Durham Rd.,,,,Kilsyth Primary School,"Kilsyth Primary School, Durham Rd, KILSYTH, VIC 3137",Kilsyth,Casey,VIC,3941,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/3941/Kilsyth/no
,145.337,FALSE,FALSE,FALSE,FALSE,,,,-37.8252,,,,,Assisted,Entrance to polling place: Door to hall.  Entrance to grounds: Main gate on Shef field Rd South.,Public School,,,Billanook Primary School,"Billanook Primary School, 270 Sheffield Rd, MONTROSE, VIC 3765",Montrose South,Casey,VIC,,
"Sauasges, coffee, tea, muffins homemade lemonade and entertainment from a school band raising money for Grade 6 Graduation",145.393,FALSE,FALSE,FALSE,TRUE,2016-07-02 03:57:50.251629+00,2016-07-02 03:57:50.251629+00,,-37.8925,The Patch Primary Sauasage Sizzle,,,"{""has_coffee"":true}",Assisted,Entrance to polling place: Door of Fire Refuge Centre. Entrance to grounds: Gate on Kallista-Em erald Rd.,Public School,,,The Patch Primary School,"The Patch Primary School, 53 Kallista-Emerald Rd, THE PATCH, VIC 3792",The Patch,Casey,VIC,4168,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/4168/The-Patch/no
,145.735,FALSE,FALSE,FALSE,FALSE,,,,-37.7425,,,,,Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to the building being use d as the polling place. Party workers a re able to hand out material at that ent rance.",Public School,,,Millwarra Primary School (Warburton East Campus),"Millwarra Primary School (Warburton East Campus), 397 Woods Point Rd, WARBURTON EAST, VIC 3799",Warburton East,Casey,VIC,,
"We will have $2 Sausage in bread, drinks and other treats. Open  from 8am.",145.327,FALSE,FALSE,TRUE,TRUE,2016-06-25 07:46:09.409606+00,2016-06-25 07:46:09.409606+00,,-37.7965,Pembroke Primary School Polling Booth,,Election Sausage Sizzle,{},Assisted,Entrance to polling place: External entry leading to Multi Purpose Room. Entrance to grounds: Gates on Pembrook R d.,,,,Pembroke Primary School,"Pembroke Primary School, cnr Lawson & Pembroke Rds, MOOROOLBARK, VIC 3138",Mooroolbark South,Casey,VIC,2517,http://www.electionsausagesizzle.com.au/federal-election-2016/sausage-sizzle-map/2517/Pembroke-Primary-School-Pembroke-Primary-School-Polling-Booth/no
,145.612,FALSE,FALSE,FALSE,FALSE,,,,-37.7812,,,,,Assisted,The hall has only one commonly used entr y point which will be designated as the official entrance.  Party workers will b e able to hand out material at this poin t.,,,,Yarraburn Centre,"Yarraburn Centre, 1-3 Park Rd, YARRA JUNCTION, VIC 3797",Yarra Junction,Casey,VIC,,
,145.534,FALSE,FALSE,FALSE,FALSE,,,,-37.7768,,,,,Assisted,"The school has a number of entrances to the school grounds.  However, arrangemen ts have been made to post the notice on the entry door to the building being use d as the polling place.  Party workers a re able to hand out material at that ent rance.",Public School,,,Woori Yallock Primary School,"Woori Yallock Primary School, 1360 Healesville-Koo Wee Rup Rd, WOORI YALLOCK, VIC 3139",Woori Yallock,Casey,VIC,,
,145.147,FALSE,FALSE,FALSE,FALSE,,,,-37.8357,,,,,None,Entrance to polling place: Door to hall. Entrance to grounds: Gates on Orchard Gr .,,,,St Luke's Primary School,"St Luke's Primary School, 46 Orchard Gr, BLACKBURN SOUTH, VIC 3130",Blackburn South,Chisholm,VIC,,
