state,polling_place_name,premises,division,address,lon,lat
VIC,Heidelberg West,St Pius X Parish Hall,Ivanhoe District,"419 Waterdale Road, Heidelberg West, 3081",145.0466719,-37.74683215
VIC,Alphington North,Alfred Nuttall Kindergarten,Northcote District,"34 Separation Street, Fairfield, 3078",145.022243,-37.771814
VIC,Westgarth,All Saints Parish Hall,Northcote District,"Corner High and Walker Streets, Northcote, 3070",144.996841,-37.783513
VIC,Alphington,Alphington Primary School,Northcote District,"Yarralea Street, Alphington, 3078",145.0319789,-37.78393067
VIC,Collingwood North,Clifton Hill Primary School,Richmond District,"2-10 Page Street, Clifton Hill, 3068",144.9892843,-37.791699
VIC,Croxton,Croxton School,Northcote District,"159-165 Beaconsfield Parade, Northcote, 3070",144.98757,-37.76402
VIC,Epping East,Epping Secondary College,Mill Park District,"10 McDonalds Road, Epping, 3076",145.0335553,-37.64426382
VIC,Epping Views,Epping Views Primary School,"Thomastown District, Mill Park District","20 Mansfield Street, Epping North, 3076",145.024915,-37.629512
VIC,Lalor North East,Lalor North Secondary College,"Thomastown District, Mill Park District","114 Childs Road, Epping, 3076",145.034376,-37.66060791
VIC,Meadow Glen,Mill Park College - Senior Campus,Mill Park District,"Civic Drive, Epping, 3076",145.063667,-37.645089
VIC,Mill Park Heights,Mill Park Heights Primary School,Mill Park District,"87-93 Pindari Avenue, Mill Park, 3082",145.0513234,-37.65724068
VIC,Morang South,Morang South Primary School,"Mill Park District, Yan Yean District","77 Gorge Road, South Morang, 3752",145.09502,-37.65351618
VIC,Northcote North,Northcote Baptist Church Hall,Northcote District,"542 High Street, Northcote, 3070",144.999927,-37.763679
VIC,Thornbury East,Penders Grove Primary School,Northcote District,"370 Victoria Road, Thornbury, 3071",145.01427,-37.75452
VIC,Blossom Park,Plenty Parklands Primary School,Mill Park District,"48 Blossom Park Drive, Mill Park, 3082",145.0769237,-37.66974242
VIC,Waiora,Rosanna Baptist Church,Ivanhoe District,"5 Waiora Road, Heidelberg Heights, 3081",145.057785,-37.746416
VIC,Preston,Sacred Heart School,"Preston District, Northcote District","1 Clifton Grove, Preston, 3072",145.003768,-37.744807
VIC,The Lakes,The Lakes South Morang P-9 School - Early Years Campus,Mill Park District,"Corner Gordons Road and The Lakes Boulevard, South Morang, 3752",145.0777026,-37.62978624
VIC,Thornbury,Thornbury Primary School,Northcote District,"16-22 Hutton Street, Thornbury, 3071",144.99675,-37.75543
VIC,Thornbury South,Wales Street Primary School,Northcote District,"Corner Wales and Speight Streets, Thornbury, 3071",145.0087424,-37.7618987
VIC,Northcote South,Westgarth Primary School,Northcote District,"313 Clarke Street, Northcote, 3070",145.0063907,-37.77732789
VIC,Lalor South,Barry Road Community Activity Centre,Thomastown District,"36 Barry Road, Thomastown, 3074",144.997395,-37.67084
VIC,Abbotsford,Collingwood Senior Citizens Centre,Richmond District,"4 Eddy Court, Abbotsford, 3067",144.9934513,-37.80360792
VIC,Richmond North 106,Community Hall 106,Richmond District,"106 Elizabeth Street, Richmond, 3121",144.996189,-37.812239
VIC,Richmond North 110,Community Hall 110,Richmond District,"110 Elizabeth Street, Richmond, 3121",144.998439,-37.812512
VIC,Epping,Epping Primary School,Thomastown District,"805 High Street, Epping, 3076",145.0256722,-37.64517779
VIC,Fitzroy North,Fitzroy North Primary School,Richmond District,"Corner Fergie Street and Alfred Crescent, Fitzroy North, 3068",144.98372,-37.785089
VIC,Fitzroy,Fitzroy Primary School,Richmond District,"319 George Street (enter via Napier Street), Fitzroy, 3065",144.9803841,-37.7997457
VIC,Reservoir East,Holy Name Primary School Hall,Preston District,"12 Robb Street, Reservoir, 3073",145.018414,-37.730092
VIC,Lalor East,Lalor East Primary School,Thomastown District,"35-39 Cleveland Street, Thomastown, 3074",145.0349691,-37.67638097
VIC,Lalor North,Lalor North Primary School,Thomastown District,"2 Derna Crescent, Lalor, 3075",145.0287225,-37.66358004
VIC,Lalor,Lalor Secondary College,Thomastown District,"Corner David Street and Dalton Road, Lalor, 3075",145.0301272,-37.67262752
VIC,Preston North East,Preston North East Primary School,Preston District,"corner Tyler and Ash Streets, Preston, 3072",145.029471,-37.73359
VIC,Regent,Preston Primary School,Preston District,"corner Tyler and Foch Streets, Preston, 3072",145.01031,-37.73055
VIC,Preston West,Preston West Primary School,Preston District,"corner Murray Road and Jessie Street, Preston, 3072",144.9954387,-37.738391
VIC,Boldrewood,Reservoir East Primary School,Preston District,"58 Boldrewood Parade (corner of Genoa Avenue), Reservoir, 3073",145.02184,-37.71998
VIC,Reservoir,Reservoir Primary School,Preston District,"1-5 Duffy Street, Reservoir, 3073",145.00677,-37.71142
VIC,Reservoir North,Reservoir Views Primary School,Preston District,"73-91 Hickford Street, Reservoir, 3073",145.0225432,-37.70545091
VIC,Reservoir West,Reservoir West Primary School,Preston District,"Carrington Road, Reservoir, 3073",144.99023,-37.72214
VIC,Richmond South,Richmond Primary School,Richmond District,"Brighton Street (access via Mary Street), Richmond, 3121",145.0000811,-37.82980153
VIC,Hosie,Richmond Senior Citizens Centre,Richmond District,"Hosie Street, Richmond, 3121",145.0017457,-37.8194516
VIC,Reservoir Central,St Gabriel's School Hall,Preston District,"corner Viola and Olive Streets, Reservoir, 3703",145.004219,-37.718115
VIC,Richmond,St Ignatius Church Hall,Richmond District,"326 Church Street (access via The Vaucluse), Richmond, 3121",144.9978833,-37.82179724
VIC,Reservoir South,St Mark's Hall,Preston District,"21 Beatty Street, Reservoir West, 3073",144.993389,-37.726717
VIC,Thomastown East,Thomastown East Primary School,Thomastown District,"82 Cedar Street, Thomastown, 3074",145.0243655,-37.68025679
VIC,Thomastown Meadows,Thomastown Meadows Primary School,Thomastown District,"13-21 Diplomat Drive, Thomastown, 3074",144.992676,-37.682531
VIC,Thomastown,Thomastown Primary School,Thomastown District,"6 Spring Street, Thomastown, 3074",145.011665,-37.682297
VIC,Thomastown West,Thomastown Secondary College,Thomastown District,"80-96 Main Street, Thomastown, 3074",145.0027355,-37.67870328
VIC,Richmond Central,Yarra Primary School Hall,Richmond District,"Corner Davison and Kent Streets, Richmond, 3121",145.0073916,-37.81500878
VIC,Holy Trinity - Eltham North,Holy Trinity Primary School,Eltham District,"94 Weidlich Road, Eltham North, 3095",145.135351,-37.698079
VIC,Axedale,Axedale Hall,Bendigo East District,"94 High Street, Axedale, 3551",144.5026341,-36.78766544
VIC,Bendigo East,Bendigo East Public Hall,Bendigo East District,"Lansell Street, East Bendigo, 3550",144.2945289,-36.75430836
VIC,Bendigo Central,Bendigo Town Hall,"Bendigo West District, Bendigo East District","212-241 Lyttleton Terrace, Bendigo, 3550",144.282327,-36.758726
VIC,Comet Hill,Lightning Reef Primary School,"Bendigo West District, Bendigo East District","74 Holmes Road, Bendigo, 3550",144.26879,-36.73684
VIC,Golden Square South,Abundant Life Christian Fellowship,Bendigo West District,"113-123 Mackenzie Street West, Golden Square, 3555",144.248612,-36.77627
VIC,Eaglehawk North,Eaglehawk North Primary School,Bendigo East District,"Darcey Street, Eaglehawk, 3556",144.237252,-36.70666
VIC,Elmore,Elmore Athenaeum Hall,Bendigo East District,"62 Michie Street, Elmore, 3558",144.6101072,-36.49491411
VIC,Eppalock,Eppalock Primary School,Bendigo East District,"149 Patons Road, Axe Creek, 3551",144.38773,-36.84177
VIC,Epsom,Epsom Primary School,Bendigo East District,"Howard Street, Epsom, 3551",144.3129401,-36.70507987
VIC,Flora Hill,Holy Trinity Anglican Hall,Bendigo East District,"14 Keck Street, Flora Hill, 3550",144.291066,-36.776985
VIC,Huntly,Huntly Primary School,Bendigo East District,"101 Brunel Street, Huntly, 3551",144.3344,-36.66254
VIC,Sailors Gully,Sailors Gully Lions Community Hall,Bendigo East District,"Corner Growler and Hodgsons Streets, Eaglehawk, 3556",144.2464162,-36.70815985
VIC,Junortoun,Bendigo Baptist Church,Bendigo East District,"757 McIvor Highway, Junortoun, 3551",144.3456969,-36.76904091
VIC,Mandurang,Mandurang Public Hall,Bendigo East District,"Corner Sedgwick and Nankervis Roads, Mandurang, 3551",144.3040225,-36.82692914
VIC,Quarry Hill,Quarry Hill Primary School,Bendigo East District,"25 Peel Street, Bendigo, 3550",144.28028,-36.77507
VIC,Kangaroo Flat South,St Monica's Primary School,"Bendigo West District, Bendigo East District","91 High Street (access via Station Street), Kangaroo Flat, 3555",144.244702,-36.794156
VIC,Strath Hill,Kennington Primary School,Bendigo East District,"60 Crook Street, Kennington, 3550",144.30797,-36.76838
VIC,Serpentine,Loddon Shire Council Offices,Bendigo East District,"37 Peppercorn Way, Serpentine, 3517",143.973872,-36.409707
VIC,Raywood,Raywood Public Hall,Bendigo East District,"50-52 Inglewood Street, Raywood, 3570",144.207359,-36.535747
VIC,Sedgwick,Sedgwick Public Hall,Bendigo East District,"Corner Sedgwick Road and Boyd Lane, Sedgwick, 3551",144.3159137,-36.87160519
VIC,Strathdale,Strathdale Community Centre,Bendigo East District,"155 Crook Street, Strathdale, 3551",144.3142684,-36.76058993
VIC,Strathfieldsaye,Strathfieldsaye Uniting Church Hall,Bendigo East District,"918 Wellington Street, Strathfieldsaye, 3551",144.3550535,-36.80670197
VIC,Weeroona,Weeroona College,Bendigo East District,"383 Napier Street, Bendigo, 3550",144.29798,-36.73893
VIC,Castlemaine North,Castlemaine North Primary School,Bendigo West District,"270 Barker Street (access via Hunter Street), Castlemaine, 3450",144.21899,-37.05783
VIC,Chewton,Chewton Primary School,Bendigo West District,"Hunter Street (access via Baker Street), Chewton, 3451",144.2614461,-37.08236946
VIC,Kangaroo Flat,Crusoe Secondary College,Bendigo West District,"57 Olympic Parade, Kangaroo Flat, 3555",144.2348137,-36.78998363
VIC,Harcourt,Harcourt Valley Primary School,Bendigo West District,"Wilkinson Street, Harcourt, 3453",144.2572289,-37.00296968
VIC,Lockwood,Lockwood Primary School,Bendigo West District,"190 Wiegards Road, Lockwood, 3551",144.16156,-36.80258
VIC,Newstead,Newstead Primary School,Bendigo West District,"Corner Lyons and Peel Streets, Newstead, 3462",144.06719,-37.10592
VIC,Bendigo North,Saint Peter's Catholic Primary School (Knuldoorong Centre),Bendigo West District,"23 Fenton Street, Bendigo North, 3550",144.2719658,-36.74399371
VIC,Specimen Hill,Specimen Hill Primary School,Bendigo West District,"25 Inglewood Street, Bendigo, 3550",144.2489,-36.76206
VIC,Winters Flat,Winters Flat Primary School,Bendigo West District,"3 Roberts Avenue, Castlemaine, 3450",144.20749,-37.07016
VIC,Woodvale,Woodvale Hall,Bendigo East District,"34 Dalys Road, Woodvale, 3556",144.2131792,-36.65518501
VIC,Guildford,Guildford Public Hall,Bendigo West District,"Midland Highway, Guildford, 3451",144.1665484,-37.14948482
VIC,Maldon,Maldon Community Centre,Bendigo West District,"Francis Street, Maldon, 3463",144.0689287,-36.99582642
VIC,Marong,Marong Community Centre,Bendigo West District,"36 Torrens Street, Marong, 3515",144.13314,-36.733728
VIC,Ironbark,Violet Street Primary School,Bendigo West District,"Corner Old Violet and Webster Streets, Bendigo, 3550",144.26498,-36.75733
VIC,Beverford,Beverford Primary School,Murray Plains District,"20 School Road, Beverford, 3590",143.47891,-35.23248
VIC,Beveridge,Beveridge Primary School,Yan Yean District,"Arrowsmith Street, Beveridge, 3753",144.9775414,-37.47301924
VIC,Mildura Deakin,Chaffey Secondary College - Assembly Hall,Mildura District,"261 Deakin Avenue, Mildura, 3500",142.1474579,-34.19583447
VIC,Darraweit Guim,Darraweit Guim Primary School,Macedon District,"2 Darraweit Valley Road, Darraweit Guim, 3756",144.89357,-37.40103
VIC,Drummond,Drummond Primary School,Macedon District,"9 Lauriston-Drummond Road, Drummond, 3461",144.3302842,-37.23553076
VIC,Gisborne,Gisborne Primary School,Macedon District,"35 Fisher Street, Gisborne, 3437",144.58844,-37.49086
VIC,Hepburn Springs,Hepburn Primary School,Macedon District,"156 Main Road, Hepburn Springs, 3461",144.13276,-37.30971
VIC,Hurstbridge,Hurstbridge Primary School,Yan Yean District,"Main Road, Hurstbridge, 3099",145.198677,-37.63559196
VIC,Koorlong,Koorlong Primary School,Mildura District,"3645 Benetook Avenue, Koorlong, 3501",142.08485,-34.27806
VIC,Lancaster,Lancaster Primary School,Murray Plains District,"8 Weller Road, Lancaster, 3620",145.13282,-36.31325
VIC,Lancefield,Lancefield Primary School,Macedon District,"80 High Street, Lancefield, 3435",144.72642,-37.27495
VIC,Leitchville,Leitchville Primary School,Murray Plains District,"2 Hawken Street, Leitchville, 3567",144.3023586,-35.90898788
VIC,Macedon,Macedon Primary School,Macedon District,"67 Smith Street (access via Margaret Street), Macedon, 3440",144.56268,-37.41869
VIC,Mernda,Mernda Primary School,Yan Yean District,"25 Everton Drive, Mernda, 3754",145.0922635,-37.59318584
VIC,Mildura South,Mildura South Primary School,Mildura District,"593 Deakin Avenue, Mildura South, 3501",142.12679,-34.21348
VIC,Mildura West,Mildura West Primary School,Mildura District,"Ninth Street ,  (access via Cyprus Avenue) , Mildura, 3500",142.15186,-34.17962
VIC,Mount Macedon,Mount Macedon Primary School,Macedon District,"641 Mount Macedon Road, Mount Macedon, 3441",144.58413,-37.40479
VIC,Nangiloc,Nangiloc-Colignan Primary School,Mildura District,"2612 Kulkyne Way, Nangiloc, 3494",142.35779,-34.47385
VIC,New Gisborne,New Gisborne Primary School,Macedon District,"239 Station Road, New Gisborne, 3438",144.59658,-37.46289
VIC,Newham,Newham Primary School,Macedon District,"1271 Rochford Road, Newham, 3442",144.59476,-37.31214
VIC,Nichols Point,Nichols Point Primary School,Mildura District,"110 Koorlong Avenue, Nichols Point, 3501",142.20464,-34.2088039
VIC,Nullawil,Nullawil Primary School,Mildura District,"10 Church Street, Nullawil, 3529",143.17912,-35.85273
VIC,Nyah West,Nyah District Primary School,Murray Plains District,"53-59 Monash Avenue, Nyah West, 3595",143.34319,-35.18608
VIC,Mildura Ranfurly,Ranfurly Primary School,Mildura District,"348 Ontario Avenue, Mildura, 3500",142.1344305,-34.19350332
VIC,Riddell,Riddells Creek Primary School,Macedon District,"69-77 Main Road, Riddells Creek, 3431",144.6800034,-37.46115208
VIC,Romsey,Romsey Primary School,Macedon District,"Station Street, Romsey, 3434",144.7453803,-37.35418006
VIC,Swan Hill North,Swan Hill North Primary School,Murray Plains District,"Corner Chapman and Murlong Streets, Swan Hill, 3585",143.54607,-35.33179
VIC,Taradale,Taradale Primary School,Macedon District,"98 High Street, Taradale, 3447",144.35106,-37.14131
VIC,Cabarita,The Lake Primary School,Mildura District,"225 Seventeenth Street, Cabarita, 3505",142.09314,-34.20592
VIC,Toolern,Toolern Vale Primary School,Macedon District,"361 Creamery Road, Toolern Vale, 3337",144.5948,-37.60621
VIC,Trentham,Trentham Primary School,Macedon District,"8 Bridge Street, Trentham, 3458",144.32809,-37.38797
VIC,Tylden,Tylden Primary School,Macedon District,"11 Clowes Street, Tylden, 3444",144.40878,-37.32497
VIC,Undera,Undera Primary School,Murray Plains District,"45 Anderson Street, Undera, 3629",145.21893,-36.27636
VIC,Wallan,Wallan Primary School,Yan Yean District,"46-48 Queen Street, Wallan, 3756",144.974612,-37.41207414
VIC,Wallan South,Wallan Secondary College,Yan Yean District,"100 Duke Street, Wallan, 3756",144.979717,-37.41902864
VIC,Wattle Glen,Wattle Glen Primary School,Yan Yean District,"Reynolds Road, Wattle Glen, 3096",145.182351,-37.668724
VIC,Werrimull,Werrimull Consolidated School,Mildura District,"King Street, Werrimull, 3496",141.59384,-34.39041
VIC,Whittlesea,Whittlesea Secondary College,Yan Yean District,"55 Laurel Street, Whittlesea, 3757",145.1198279,-37.51580586
VIC,Woomelang,Woomelang Group School,Mildura District,"4 Roberts Street, Woomelang, 3485",142.66772,-35.68138
VIC,Yandoit,Yandoit Primary School,Macedon District,"74 High Street, Yandoit, 3461",144.08844,-37.214
VIC,Yarrambat,Yarrambat Primary School,Yan Yean District,"540 Yan Yean Road, Yarrambat, 3091",145.133141,-37.64071
VIC,Birchip,Birchip Public Hall,Mildura District,"81 Cumming Avenue, Birchip, 3483",142.9175034,-35.98088062
