ec_id,name,divisions,premises,address,lat,lon,state,wheelchair_access,wheelchair_access_description
,Cowper Public School,Clarence Valley,Cowper Public School,"Clarence Street, Cowper 2460",-29.5695720,153.0776590,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Dundurrabin Public School,Clarence Valley,Dundurrabin Public School,"70 Mount Street, Dundurrabin 2453",-30.1894540,152.5426330,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Access ramp does not meet standards; No accessible toilet
,Glenreagh School of Arts Hall,Clarence Valley,Glenreagh School of Arts Hall,"62 Coramba Street, Glenreagh 2450",-30.0514290,152.9783790,NSW,Full,
,Grafton Art Club Centre,Clarence Valley,Grafton Art Club Centre,"365 Dobie Street, Grafton 2460",-29.6714580,152.9212438,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Grafton High School,Clarence Valley,Grafton High School,"Fry Street, Grafton 2460",-29.6817900,152.9334050,NSW,Full,
,Gulmarrad Public School,Clarence Valley,Gulmarrad Public School,"466 Brooms Head Road, Gulmarrad 2463",-29.4888550,153.2340090,NSW,Full,
,Harwood Island Public School,Clarence Valley,Harwood Island Public School,"Morpeth Street, Harwood Island 2465",-29.4256160,153.2399040,NSW,Assisted,Door width less than 850mm but more than 740mm; May have limited circulation space in voting area; No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Iluka Community Hall,Clarence Valley,Iluka Community Hall,"Spencer Street, Iluka 2466",-29.4064970,153.3511790,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Joan Muir Community Centre,Clarence Valley,Joan Muir Community Centre,"194 Turf Street, Grafton 2460",-29.6723220,152.9363090,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Junction Hill SES Building,Clarence Valley,Junction Hill SES Building,"Pine Street, Junction Hill 2460",-29.6442540,152.9208070,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Lawrence Public School,Clarence Valley,Lawrence Public School,"64-70 High Street, Lawrence 2460",-29.4913900,153.0998710,NSW,Full,
,Maclean Public School,Clarence Valley,Maclean Public School,"25 Woodford Street, Maclean 2463",-29.4566564,153.2008206,NSW,Full,
,Palmers Island Public School,Clarence Valley,Palmers Island Public School,"School Road, Palmers Island 2463",-29.4199820,153.2880660,NSW,Assisted,No designated accessible parking spot; Door width less than 850mm but more than 740mm; Path of travel from car park may be difficult
,South Grafton Public School,Clarence Valley,South Grafton Public School,"Vere Street, South Grafton 2460",-29.7098650,152.9375940,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,St Josephs Primary School South Grafton,Clarence Valley,St Josephs Primary School South Grafton,"Hyde St, South Grafton 2460",-29.7254360,152.9332020,NSW,Full,
,Tucabia Community Hall,Clarence Valley,Tucabia Community Hall,"Clarence Street, Tucabia 2462",-29.6606280,153.1061380,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Ulmarra Public School,Clarence Valley,Ulmarra Public School,"2476 Big River Way, Ulmarra 2462",-29.6288690,153.0303250,NSW,Full,
,Wooli Public Hall,Clarence Valley,Wooli Public Hall,"Main Street, Wooli 2462",-29.8667440,153.2661770,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Woombah Bush Fire Brigade Building,Clarence Valley,Woombah Bush Fire Brigade Building,"Iluka Road, Woombah 2469",-29.3598600,153.2825470,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Yamba Public School,Clarence Valley,Yamba Public School,"39 Angourie Road, Yamba 2464",-29.4404910,153.3523980,NSW,Full,
,Yamba TAFE Connected Learning Centre,Clarence Valley,Yamba TAFE Connected Learning Centre,"24 Treelands Drive, Yamba 2464",-29.4263861,153.3284020,NSW,Full,
,Cobar High School,Cobar,Cobar High School,"Wetherell Cres, Cobar 2835",-31.5021560,145.8275220,NSW,Assisted,Path of travel from car park may be difficult
,Euabalong Community Centre,Cobar,Euabalong Community Centre,"29 Lachlan Street, Euabalong 2877",-33.1112560,146.4723660,NSW,Assisted,No designated accessible parking spot
,Boambee Public School,Coffs Harbour,Boambee Public School,"Lindsays Road, Boambee 2450",-30.3344050,153.0768670,NSW,Full,
,Bonville Memorial Hall,Coffs Harbour,Bonville Memorial Hall,"6 East Bonville Road, Bonville 2441",-30.3803280,153.0332450,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult; No designated accessible parking spot
,Cavanbah Hall,Coffs Harbour,Cavanbah Hall,"191B Harbour Drive, Coffs Harbour 2450",-30.2988350,153.1182770,NSW,Full,
,Coffs Harbour High School,Coffs Harbour,Coffs Harbour High School,"Harbour Drive, Coffs Harbour Jetty 2450",-30.3049740,153.1361060,NSW,None,
,Coffs Harbour Public School,Coffs Harbour,Coffs Harbour Public School,"Salamander Street, Coffs Harbour 2450",-30.3022130,153.1210270,NSW,Full,
,Coramba Public School,Coffs Harbour,Coramba Public School,"Short Street, Coramba 2450",-30.2212110,153.0114580,NSW,Assisted,No accessible toilet; Building has lips and/or steps; Path of travel from car park may be difficult
,Corindi Beach Community Hall,Coffs Harbour,Corindi Beach Community Hall,"121c Pacific Street, Corindi Beach 2456",-30.0232597,153.2001109,NSW,Assisted,No accessible toilet; Path of travel from car park may be difficult
,Eastern Dorrigo Community Hall,Coffs Harbour,Eastern Dorrigo Community Hall,"13 Pine Avenue, Ulong 2450",-30.2449840,152.8866470,NSW,Assisted,Accessible parking spot does not meet standards
,Exhibition Halls (Middle and West),Coffs Harbour,Exhibition Halls (Middle and West),"Coffs Harbour Showground, Woolgoolga Road, Coffs Harbour 2450",-30.2923630,153.1208490,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Karangi Public School,Coffs Harbour,Karangi Public School,"Coramba Road, Karangi 2450",-30.2529330,153.0473540,NSW,None,
,Kororo Public School,Coffs Harbour,Kororo Public School,"3 Korora School Road, Korora 2450",-30.2540690,153.1313800,NSW,Full,
,Mullaway Public School,Coffs Harbour,Mullaway Public School,"15 Whitton Place, Mullaway 2456",-30.0782330,153.1896430,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; Building has lips and/or steps
,Nana Glen Memorial Hall and Community Centre,Coffs Harbour,Nana Glen Memorial Hall and Community Centre,"26 Grafton Street, Nana Glen 2450",-30.1320860,153.0142660,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; Path of travel from car park may be difficult
,Narranga Public School,Coffs Harbour,Narranga Public School,"Robin Street, Coffs Harbour 2450",-30.2922980,153.1036460,NSW,Full,
,Red Rock Multi-Use Centre,Coffs Harbour,Red Rock Multi-Use Centre,"Red Rock Road, Red Rock 2456",-29.9863970,153.2260870,NSW,Assisted,Path of travel from car park may be difficult; Building has lips and/or steps; No designated accessible parking spot
,Sandy Beach Public School,Coffs Harbour,Sandy Beach Public School,"19 Saye Close, Sandy Beach 2456",-30.1532850,153.1853630,NSW,Full,
,Sawtell Public School,Coffs Harbour,Sawtell Public School,"32-36 Eleventh Avenue, Sawtell 2452",-30.3637610,153.0978930,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Toormina High School,Coffs Harbour,Toormina High School,"Armstrong Drive, Toormina 2452",-30.3510570,153.0850390,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Tyalla Public School,Coffs Harbour,Tyalla Public School,"Joyce Street, Coffs Harbour 2450",-30.2839620,153.1118220,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Upper Orara Public School,Coffs Harbour,Upper Orara Public School,"770 Upper Orara Road, Upper Orara 2450",-30.2891880,153.0135840,NSW,Assisted,No designated accessible parking spot; Building has lips and/or steps; No accessible toilet; Path of travel from car park may be difficult
,Wiigulga Multipurpose Centre,Coffs Harbour,Wiigulga Multipurpose Centre,"Wiigulga Sport Complex, 2033 Solitary Islands Way, Woolgoolga 2456",-30.1016650,153.1849100,NSW,Full,
,William Bayldon Public School,Coffs Harbour,William Bayldon Public School,"Lyons Road, Sawtell 2452",-30.3630780,153.0792260,NSW,Assisted,No accessible toilet
,Woolgoolga Public School,Coffs Harbour,Woolgoolga Public School,"Scarborough Street, Woolgoolga 2456",-30.1129130,153.1963870,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Allawah Community Centre,Coolamon,Allawah Community Centre,"6 Dr Buchanan Drive, Coolamon 2701",-34.8203420,147.1997810,NSW,Full,
,Ardlethan CWA Hall,Coolamon,Ardlethan CWA Hall,"35 Warri Street, Ardlethan 2665",-34.3568830,146.9031540,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,"Ganmain Showground, Lifestyle Pavilion",Coolamon,"Ganmain Showground, Lifestyle Pavilion","Showground Road, Ganmain 2702",-34.7900610,147.0488620,NSW,Assisted,No designated accessible parking spot
,Marrar Public School,Coolamon,Marrar Public School,"Centenary Drive, Marrar 2652",-34.8279990,147.3551970,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Coonamble High School,Coonamble,Coonamble High School,"23 Aberford Street, Coonamble 2829",-30.9554780,148.3913700,NSW,Assisted,Access ramp does not meet standards; No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet; Building has lips and/or steps
,Gulargambone Central School,Coonamble,Gulargambone Central School,"Yalcogrin Street, Gulargambone 2828",-31.3320050,148.4749190,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult
,Coolac Memorial Hall,Cootamundra-Gundagai,Coolac Memorial Hall,"Coolac Road, Coolac 2727",-34.9285050,148.1661690,NSW,None,
,Cootamundra High School,Cootamundra-Gundagai,Cootamundra High School,"Poole Street, Cootamundra 2590",-34.6359470,148.0185700,NSW,Assisted,No designated accessible parking spot
,Cootamundra Public School,Cootamundra-Gundagai,Cootamundra Public School,"Thompson Street, Cootamundra 2590",-34.6391040,148.0268270,NSW,Full,
,Gundagai High School,Cootamundra-Gundagai,Gundagai High School,"Hanley Street, Gundagai 2722",-35.0575310,148.0999270,NSW,Assisted,No designated accessible parking spot
,Gundagai South Public School,Cootamundra-Gundagai,Gundagai South Public School,"43 Luke Street, South Gundagai 2722",-35.0801250,148.1034550,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Nangus Hall,Cootamundra-Gundagai,Nangus Hall,"2188-2204 Nangus Road, Nangus 2722",-35.0524935,147.9015204,NSW,Assisted,"No designated accessible parking, path of travel from car park may require assistance"
,Stockinbingal Public School,Cootamundra-Gundagai,Stockinbingal Public School,"Britannia Street, Stockinbingal 2725",-34.4975910,147.8826730,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Tumblong War Memorial Hall,Cootamundra-Gundagai,Tumblong War Memorial Hall,"Adelong Road, Tumblong 2729",-35.1510410,147.9981720,NSW,None,
,Wallendbeen Memorial Hall,Cootamundra-Gundagai,Wallendbeen Memorial Hall,"King Street, Wallendbeen 2588",-34.5236710,148.1586040,NSW,Assisted,Path of travel from car park may be difficult; Access ramp does not meet standards
,Billimari Public Hall,Cowra,Billimari Public Hall,"Logan Street, Billimari 2794",-33.6801370,148.6155700,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult
,Cowra Public School,Cowra,Cowra Public School,"Vaux Street, Cowra 2794",-33.8356690,148.6899330,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
,Cowra Tennis Club,Cowra,Cowra Tennis Club,"Mid Western Highway, Cowra 2794",-33.8338010,148.6814390,NSW,Assisted,No designated accessible parking spot; Access ramp does not meet standards; No accessible toilet
,Gooloogong War Memorial Hall,Cowra,Gooloogong War Memorial Hall,"Main Street, Gooloogong 2805",-33.6135410,148.4330170,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Morongla Creek Public Hall,Cowra,Morongla Creek Public Hall,"Lachlan Valley Way, Morongla Creek 2794",-33.9527890,148.6791700,NSW,Assisted,Path of travel from car park may be difficult; No designated accessible parking spot
,Mulyan Public School,Cowra,Mulyan Public School,"Lachlan Street, Cowra 2794",-33.8220970,148.6880130,NSW,Assisted,No accessible toilet; No designated accessible parking spot; Path of travel from car park may be difficult
,Woodstock Public School,Cowra,Woodstock Public School,"Parkes Street, Woodstock 2793",-33.7459450,148.8481430,NSW,Assisted,No designated accessible parking spot; No accessible toilet
,Blaxcell Street Public School,Cumberland,Blaxcell Street Public School,"Guildford Road, Guildford 2161",-33.8574710,151.0055370,NSW,Assisted,Path of travel from car park may be difficult; No accessible toilet
,Granville Centre,"Cumberland, Parramatta",Granville Centre,"1 Memorial Drive, Granville 2142",-33.8344355,151.0133358,NSW,Full,
,Granville East Public School,Cumberland,Granville East Public School,"Blaxcell Street, Granville 2142",-33.8482290,151.0105510,NSW,Assisted,No designated accessible parking spot; Path of travel from car park may be difficult; No accessible toilet
,Granville Public School,Cumberland,Granville Public School,"Lena Street, Granville 2142",-33.8340350,151.0047080,NSW,Assisted,No accessible toilet; Access ramp does not meet standards
,Granville South Public School,Cumberland,Granville South Public School,"Oxford Street, Guildford 2161",-33.8487750,150.9961160,NSW,Assisted,No designated accessible parking spot; No accessible toilet; Path of travel from car park may be difficult; Building has lips and/or steps
